ts,city,temp,cond
1997-07-09 00:00:00.0,Brandenburg,66,Heavy drifting snow generally low (below eye level)
1997-07-22 00:00:00.0,Brandenburg,81,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-07-28 00:00:00.0,Brandenburg,92,"Rain shower(s) slight"
1997-07-31 00:00:00.0,Brandenburg,49,"Drizzle and rain slight"
1997-08-04 00:00:00.0,Brandenburg,66,"Shower(s) of rain and snow mixed moderate or heavy"
1997-08-06 00:00:00.0,Brandenburg,81,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-08-19 00:00:00.0,Brandenburg,71,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-09-02 00:00:00.0,Brandenburg,61,"Snow shower(s) moderate or heavy"
1997-09-10 00:00:00.0,Brandenburg,90,Fog or ice fog in patches
1997-09-12 00:00:00.0,Brandenburg,86,"Continuous fall of snowflakes slight at time of observation"
1997-09-17 00:00:00.0,Brandenburg,52,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-09-25 00:00:00.0,Brandenburg,84,Snow not falling as shower(s)
1997-09-26 00:00:00.0,Brandenburg,42,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1997-10-09 00:00:00.0,Brandenburg,106,"Rain not freezing continuous slight at time of observation"
1997-10-23 00:00:00.0,Brandenburg,95,Snow grains (with or without fog)
1997-10-28 00:00:00.0,Brandenburg,111,"Shower(s) of rain and snow mixed slight"
1997-10-30 00:00:00.0,Brandenburg,59,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-11-03 00:00:00.0,Brandenburg,58,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1997-11-06 00:00:00.0,Brandenburg,75,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-11-14 00:00:00.0,Brandenburg,72,"Rain not freezing continuous slight at time of observation"
1997-11-18 00:00:00.0,Brandenburg,64,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1997-11-24 00:00:00.0,Brandenburg,53,"Thunderstorm but no precipitation at the time of observation"
1997-11-27 00:00:00.0,Brandenburg,58,"Shower(s) of rain and snow mixed moderate or heavy"
1997-12-10 00:00:00.0,Brandenburg,107,"Fog depositing rime sky invisible"
1997-12-16 00:00:00.0,Brandenburg,63,Isolated star-like snow crystals (with or without fog)
1997-12-22 00:00:00.0,Brandenburg,77,"Drizzle and rain slight"
1997-12-23 00:00:00.0,Brandenburg,117,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-12-25 00:00:00.0,Brandenburg,41,"Intermittent fall of snowflakes moderate at time of observation"
1997-12-26 00:00:00.0,Brandenburg,55,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed moderate or heavy"
1997-12-30 00:00:00.0,Brandenburg,107,"Drizzle and rain moderate or heavy"
1998-01-15 00:00:00.0,Brandenburg,95,Heavy drifting snow generally low (below eye level)
1998-01-16 00:00:00.0,Brandenburg,115,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1998-01-20 00:00:00.0,Brandenburg,78,Heavy blowing snow generally high (above eye level)
1998-01-21 00:00:00.0,Brandenburg,66,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-01-26 00:00:00.0,Brandenburg,44,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-01-28 00:00:00.0,Brandenburg,53,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1998-02-06 00:00:00.0,Brandenburg,51,"Rain not freezing continuous moderate at time of observation"
1998-02-13 00:00:00.0,Brandenburg,94,"Thunderstorm but no precipitation at the time of observation"
1998-02-16 00:00:00.0,Brandenburg,102,Severe duststorm or sandstorm has decreased during the preceding hour
1998-02-18 00:00:00.0,Brandenburg,86,"Continuous fall of snowflakes moderate at time of observation"
1998-02-20 00:00:00.0,Brandenburg,86,Thunderstorm (with or without precipitation)
1998-03-06 00:00:00.0,Brandenburg,109,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-13 00:00:00.0,Brandenburg,58,Isolated star-like snow crystals (with or without fog)
1998-03-16 00:00:00.0,Brandenburg,84,Diamond dust (with or without fog)
1998-03-18 00:00:00.0,Brandenburg,62,"Rain or drizzle and snow moderate or heavy"
1998-03-20 00:00:00.0,Brandenburg,119,"Intermittent fall of snowflakes heavy at time of observation"
1998-03-24 00:00:00.0,Brandenburg,53,"Fog depositing rime sky invisible"
1998-03-26 00:00:00.0,Brandenburg,56,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1998-03-30 00:00:00.0,Brandenburg,70,"Continuous fall of snowflakes heavy at time of observation"
1998-04-02 00:00:00.0,Brandenburg,108,"Rain shower(s) slight"
1998-04-03 00:00:00.0,Brandenburg,58,"Shower(s) of rain and snow mixed slight"
1998-04-07 00:00:00.0,Brandenburg,60,Heavy blowing snow generally high (above eye level)
1998-04-08 00:00:00.0,Brandenburg,80,"Drizzle and rain slight"
1998-04-09 00:00:00.0,Brandenburg,87,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1998-04-14 00:00:00.0,Brandenburg,112,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1998-04-16 00:00:00.0,Brandenburg,97,Snow grains (with or without fog)
1998-04-17 00:00:00.0,Brandenburg,104,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1998-04-20 00:00:00.0,Brandenburg,79,Fog or ice fog
1998-04-23 00:00:00.0,Brandenburg,91,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1998-04-24 00:00:00.0,Brandenburg,66,"Shower(s) of snow pellets or small hail with or without rain or rain and snow mixed slight"
1998-04-28 00:00:00.0,Brandenburg,65,"Continuous fall of snowflakes heavy at time of observation"
1998-04-29 00:00:00.0,Brandenburg,50,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1998-05-06 00:00:00.0,Brandenburg,84,Snow not falling as shower(s)
1998-05-11 00:00:00.0,Brandenburg,114,"Shower(s) of hail (Hail small hail snow pellets) or rain and hail"
1998-05-14 00:00:00.0,Brandenburg,96,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1998-05-19 00:00:00.0,Brandenburg,65,"Drizzle not freezing intermittent slight at time of observation"
1998-05-21 00:00:00.0,Brandenburg,119,"Rain not freezing intermittent heavy at time of observation"
1998-05-22 00:00:00.0,Brandenburg,72,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-05-29 00:00:00.0,Brandenburg,111,"Rain not freezing continuous slight at time of observation"
1998-06-01 00:00:00.0,Brandenburg,78,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1998-06-02 00:00:00.0,Brandenburg,54,State of sky on the whole unchanged
1998-06-03 00:00:00.0,Brandenburg,49,"Thunderstorm but no precipitation at the time of observation"
1996-08-05 00:00:00.0,Brcke,47,"Rain not freezing intermittent moderate at time of observation"
1996-08-09 00:00:00.0,Brcke,62,"Continuous fall of snowflakes slight at time of observation"
1996-08-16 00:00:00.0,Brcke,43,"Drizzle not freezing intermittent moderate at time of observation"
1996-08-19 00:00:00.0,Brcke,78,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1996-08-21 00:00:00.0,Brcke,75,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-08-22 00:00:00.0,Brcke,64,"Rain or drizzle and snow moderate or heavy"
1996-08-26 00:00:00.0,Brcke,40,"Drizzle not freezing intermittent moderate at time of observation"
1996-08-29 00:00:00.0,Brcke,72,"Drizzle freezing moderate or heavy (dense)"
1996-09-06 00:00:00.0,Brcke,99,State of sky on the whole unchanged
1996-09-12 00:00:00.0,Brcke,58,"Fog or ice fog sky visible has become thinner during the preceding hour"
1996-09-16 00:00:00.0,Brcke,93,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1996-09-20 00:00:00.0,Brcke,94,"Continuous fall of snowflakes heavy at time of observation"
1996-09-26 00:00:00.0,Brcke,50,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-10-09 00:00:00.0,Brcke,89,"Rain shower(s) slight"
1996-10-15 00:00:00.0,Brcke,90,"Rain shower(s) slight"
1996-10-16 00:00:00.0,Brcke,80,Squalls at or within sight of the station during the preceding hour or at the time of observation
1996-10-18 00:00:00.0,Brcke,57,"Rain or drizzle and snow slight"
1996-10-21 00:00:00.0,Brcke,83,Rain (not freezing) not falling as shower(s)
1996-10-22 00:00:00.0,Brcke,97,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-10-23 00:00:00.0,Brcke,112,"Rain freezing slight"
1996-11-07 00:00:00.0,Brcke,86,Clouds generally dissolving or becoming less developed
1996-11-08 00:00:00.0,Brcke,63,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-11-11 00:00:00.0,Brcke,112,Heavy blowing snow generally high (above eye level)
1996-11-21 00:00:00.0,Brcke,93,"Rain or drizzle and snow moderate or heavy"
1996-11-25 00:00:00.0,Brcke,85,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1996-12-16 00:00:00.0,Brcke,90,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-01-01 00:00:00.0,Brcke,112,"Slight snow or rain and snow mixed or hail (Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-01-07 00:00:00.0,Brcke,62,"Thunderstorm slight or moderate with hail (hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-01-09 00:00:00.0,Brcke,102,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-01-13 00:00:00.0,Brcke,92,"Rain or drizzle and snow slight"
1997-01-14 00:00:00.0,Brcke,56,"Drizzle freezing moderate or heavy (dense)"
1997-01-15 00:00:00.0,Brcke,86,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1997-01-20 00:00:00.0,Brcke,105,"Snow shower(s) moderate or heavy"
1997-01-23 00:00:00.0,Brcke,113,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-01-29 00:00:00.0,Brcke,86,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-01-31 00:00:00.0,Brcke,95,"Fog depositing rime sky invisible"
1997-02-04 00:00:00.0,Brcke,60,"Lightning visible no thunder heard"
1997-02-06 00:00:00.0,Brcke,100,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-02-11 00:00:00.0,Brcke,67,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1997-02-12 00:00:00.0,Brcke,82,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-02-14 00:00:00.0,Brcke,88,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-03-03 00:00:00.0,Brcke,99,"Drizzle not freezing intermittent moderate at time of observation"
1997-03-12 00:00:00.0,Brcke,93,Snow grains (with or without fog)
1997-03-14 00:00:00.0,Brcke,107,Heavy drifting snow generally low (below eye level)
1997-03-21 00:00:00.0,Brcke,91,"Rain shower(s) moderate or heavy"
1997-03-25 00:00:00.0,Brcke,46,"Continuous fall of snowflakes heavy at time of observation"
1997-03-26 00:00:00.0,Brcke,99,"Rain freezing moderate or heavy"
1997-03-28 00:00:00.0,Brcke,114,Freezing drizzle or freezing rain not falling as shower(s)
1997-04-01 00:00:00.0,Brcke,102,"Fog or ice fog at a distance at the time of observation but not at the station during the preceding hour the fog or ice fog extending to a level above that of the observer"
1997-04-02 00:00:00.0,Brcke,40,"Thunderstorm combined with duststorm or sandstorm at time of observation thunderstorm at time of observation"
1997-04-03 00:00:00.0,Brcke,85,"Continuous fall of snowflakes moderate at time of observation"
1997-04-07 00:00:00.0,Brcke,101,"Rain shower(s) moderate or heavy"
1997-04-08 00:00:00.0,Brcke,104,"Fog depositing rime sky invisible"
1997-04-10 00:00:00.0,Brcke,84,"Drizzle freezing moderate or heavy (dense)"
1997-04-17 00:00:00.0,Brcke,82,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-04-23 00:00:00.0,Brcke,74,Cloud development not observed or not observable
1997-04-28 00:00:00.0,Brcke,104,"More or less continuous shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea "
1997-04-29 00:00:00.0,Brcke,94,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1997-04-30 00:00:00.0,Brcke,81,"Rain shower(s) moderate or heavy"
1997-05-14 00:00:00.0,Brcke,88,Cloud development not observed or not observable
1997-05-28 00:00:00.0,Brcke,118,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1997-05-29 00:00:00.0,Brcke,101,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-06-05 00:00:00.0,Brcke,73,Clouds generally dissolving or becoming less developed
1997-06-06 00:00:00.0,Brcke,64,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-06-09 00:00:00.0,Brcke,47,"Drizzle not freezing continuous heavy (dense) at time of observation"
1997-06-10 00:00:00.0,Brcke,84,Rain (not freezing) not falling as shower(s)
1997-06-11 00:00:00.0,Brcke,39,Heavy blowing snow generally high (above eye level)
1997-06-13 00:00:00.0,Brcke,110,"Thunderstorm heavy without hail (Hail small hail snow pellets) but with rain  and/or snow at time of observation thunderstorm at time of observation"
1997-06-18 00:00:00.0,Brcke,94,"Intermittent fall of snowflakes moderate at time of observation"
1997-06-19 00:00:00.0,Brcke,65,Heavy drifting snow generally low (below eye level)
1997-06-23 00:00:00.0,Brcke,71,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1997-07-04 00:00:00.0,Brcke,93,"Drizzle not freezing intermittent heavy (dense) at time of observation"
1997-07-09 00:00:00.0,Brcke,70,Freezing drizzle or freezing rain not falling as shower(s)
1997-07-10 00:00:00.0,Brcke,91,Snow grains (with or without fog)
1997-07-14 00:00:00.0,Brcke,62,"Rain not freezing intermittent moderate at time of observation"
1997-07-15 00:00:00.0,Brcke,92,"Fog depositing rime sky invisible"
1997-07-24 00:00:00.0,Brcke,99,"Duststorm or sandstorm within sight at the time of observation or at the station during the preceding hour"
1997-07-28 00:00:00.0,Brcke,60,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-08-06 00:00:00.0,Brcke,61,"Snow shower(s) moderate or heavy"
1997-08-18 00:00:00.0,Brcke,41,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-08-21 00:00:00.0,Brcke,101,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-08-26 00:00:00.0,Brcke,84,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1997-09-05 00:00:00.0,Brcke,92,"Rain not freezing intermittent slight at time of observation"
1997-09-11 00:00:00.0,Brcke,73,"Drizzle and rain slight"
1997-09-16 00:00:00.0,Brcke,103,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-09-18 00:00:00.0,Brcke,103,"Visibility reduced by smoke e.g. veldt or forest fires industrial smoke or volcanic ashes"
1997-09-19 00:00:00.0,Brcke,77,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-09-29 00:00:00.0,Brcke,92,Rain (not freezing) not falling as shower(s)
1997-10-01 00:00:00.0,Brcke,73,"Continuous fall of snowflakes slight at time of observation"
1997-10-02 00:00:00.0,Brcke,108,Cloud development not observed or not observable
1997-10-06 00:00:00.0,Brcke,47,"Lightning visible no thunder heard"
1997-10-09 00:00:00.0,Brcke,88,"Rain or drizzle and snow moderate or heavy"
1997-10-15 00:00:00.0,Brcke,80,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1997-10-22 00:00:00.0,Brcke,52,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1997-10-23 00:00:00.0,Brcke,81,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-10-24 00:00:00.0,Brcke,54,"Drizzle not freezing intermittent slight at time of observation"
1997-10-30 00:00:00.0,Brcke,62,"Drizzle freezing slight"
1997-11-05 00:00:00.0,Brcke,115,"Rain not freezing continuous heavy at time of observation"
1997-11-11 00:00:00.0,Brcke,81,"Lightning visible no thunder heard"
1997-12-01 00:00:00.0,Brcke,89,"Drizzle and rain moderate or heavy"
1997-12-10 00:00:00.0,Brcke,117,"Continuous fall of snowflakes moderate at time of observation"
1997-12-15 00:00:00.0,Brcke,118,Heavy blowing snow generally high (above eye level)
1997-12-23 00:00:00.0,Brcke,104,"Shower(s) of rain and snow mixed moderate or heavy"
1997-12-24 00:00:00.0,Brcke,104,Ice pellets
1997-12-25 00:00:00.0,Brcke,59,"Fog or ice fog sky invisible has become thinner during the preceding hour"
1997-12-30 00:00:00.0,Brcke,65,"Rain or drizzle and snow slight"
1997-12-31 00:00:00.0,Brcke,118,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1998-01-15 00:00:00.0,Brcke,65,State of sky on the whole unchanged
1998-01-19 00:00:00.0,Brcke,108,Squalls at or within sight of the station during the preceding hour or at the time of observation
1998-01-20 00:00:00.0,Brcke,105,Severe duststorm or sandstorm has decreased during the preceding hour
1998-01-22 00:00:00.0,Brcke,82,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1998-02-02 00:00:00.0,Brcke,113,"Rain shower(s) slight"
1998-02-03 00:00:00.0,Brcke,110,"Rain freezing moderate or heavy"
1998-02-04 00:00:00.0,Brcke,85,"Continuous fall of snowflakes heavy at time of observation"
1998-02-06 00:00:00.0,Brcke,81,"Drizzle not freezing intermittent slight at time of observation"
1998-02-13 00:00:00.0,Brcke,81,"Rain not freezing continuous slight at time of observation"
1998-02-20 00:00:00.0,Brcke,50,"Drizzle and rain slight"
1998-02-24 00:00:00.0,Brcke,92,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1998-02-26 00:00:00.0,Brcke,67,"Rain shower(s) moderate or heavy"
1998-03-06 00:00:00.0,Brcke,57,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-03-10 00:00:00.0,Brcke,92,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-13 00:00:00.0,Brcke,95,"Fog or ice fog sky visible has become thinner during the preceding hour"
1998-03-16 00:00:00.0,Brcke,78,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-03-18 00:00:00.0,Brcke,61,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-03-19 00:00:00.0,Brcke,116,Shower(s) of snow or of rain and snow
1998-03-23 00:00:00.0,Brcke,62,"Rain not freezing continuous slight at time of observation"
1998-03-24 00:00:00.0,Brcke,102,Mist
1998-03-26 00:00:00.0,Brcke,97,"Rain freezing slight"
1998-03-27 00:00:00.0,Brcke,42,"Slight rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-04-02 00:00:00.0,Brcke,107,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-04-06 00:00:00.0,Brcke,51,"Snow shower(s) moderate or heavy"
1998-04-07 00:00:00.0,Brcke,87,Snow not falling as shower(s)
1998-04-08 00:00:00.0,Brcke,52,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
1998-04-14 00:00:00.0,Brcke,68,"Rain not freezing intermittent heavy at time of observation"
1998-04-20 00:00:00.0,Brcke,94,"Fog depositing rime sky invisible"
1998-04-21 00:00:00.0,Brcke,47,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-04-22 00:00:00.0,Brcke,81,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-04-23 00:00:00.0,Brcke,58,"Drizzle freezing slight"
1998-04-27 00:00:00.0,Brcke,116,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1998-04-28 00:00:00.0,Brcke,62,"Moderate or heavy rain at time of observation thunderstorm during the preceding hour but not at time of observation"
1998-04-29 00:00:00.0,Brcke,76,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1998-05-04 00:00:00.0,Brcke,107,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1998-05-05 00:00:00.0,Brcke,63,Slight or moderate drifting snow generally low (below eye level)
1998-05-08 00:00:00.0,Brcke,104,"Thunderstorm slight or moderate without hail (Hail small hail snow pellets) but with rain and/or snow at time of observation thunderstorm at time of  observation"
1998-05-12 00:00:00.0,Brcke,92,"Drizzle not freezing intermittent moderate at time of observation"
1998-05-13 00:00:00.0,Brcke,56,"Rain or drizzle and snow moderate or heavy"
1998-05-15 00:00:00.0,Brcke,51,Slight or moderate drifting snow generally low (below eye level)
1998-05-19 00:00:00.0,Brcke,62,Fog or ice fog in patches
1998-05-21 00:00:00.0,Brcke,99,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1998-05-25 00:00:00.0,Brcke,95,Slight or moderate duststorm or sandstorm has decreased during the preceding hour
1998-05-29 00:00:00.0,Brcke,80,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1996-08-05 00:00:00.0,Bruxelles,116,Slight or moderate drifting snow generally low (below eye level)
1996-08-13 00:00:00.0,Bruxelles,113,Drizzle (not freezing) or snow grains not falling as shower(s)
1996-08-15 00:00:00.0,Bruxelles,60,Squalls at or within sight of the station during the preceding hour or at the time of observation
1996-10-08 00:00:00.0,Bruxelles,94,"Precipitation within sight reaching the ground or the surface of the sea near to but not at the station"
1996-10-09 00:00:00.0,Bruxelles,73,"Continuous fall of snowflakes moderate at time of observation"
1996-10-10 00:00:00.0,Bruxelles,103,"Thunderstorm heavy with hail (Hail small hail snow pellets) at time of observation thunderstorm at time of observation"
1996-10-25 00:00:00.0,Bruxelles,72,"Rain not freezing intermittent heavy at time of observation"
1996-10-29 00:00:00.0,Bruxelles,108,Heavy drifting snow generally low (below eye level)
1996-11-15 00:00:00.0,Bruxelles,79,"Drizzle freezing moderate or heavy (dense)"
1996-11-29 00:00:00.0,Bruxelles,71,"Shower(s) of hail (hail small hail snow pellets) with or without rain or rain and snow mixed not associated with thunder moderate or heavy"
1996-12-05 00:00:00.0,Bruxelles,95,Slight or moderate duststorm or sandstorm no appreciable change during the preceding hour
1996-12-17 00:00:00.0,Bruxelles,102,Drizzle (not freezing) or snow grains not falling as shower(s)
1996-12-18 00:00:00.0,Bruxelles,56,Snow grains (with or without fog)
1997-01-08 00:00:00.0,Bruxelles,56,"Rain not freezing continuous moderate at time of observation"
1997-02-11 00:00:00.0,Bruxelles,84,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-02-12 00:00:00.0,Bruxelles,72,"Fog depositing rime sky invisible"
1997-02-19 00:00:00.0,Bruxelles,92,Slight or moderate duststorm or sandstorm has begun or has increased during the preceding hour
1997-02-25 00:00:00.0,Bruxelles,75,"Rain freezing moderate or heavy"
1997-03-12 00:00:00.0,Bruxelles,64,Rain and snow or ice pellets not falling as shower(s)
1997-04-07 00:00:00.0,Bruxelles,114,Funnel cloud(s) (Tornado cloud or waterspout) at or within sight of the station during the preceding hour or at the time of observation 
1997-04-09 00:00:00.0,Bruxelles,90,"Well developed dust whirl(s) or sand whirl(s) seen at or near the station during the preceding hour or at the time of observation but no duststorm or sandstorm"
1997-04-14 00:00:00.0,Bruxelles,118,"Rain shower(s) moderate or heavy"
1997-04-17 00:00:00.0,Bruxelles,77,"Rain shower(s) slight"
1997-04-30 00:00:00.0,Bruxelles,108,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-05-02 00:00:00.0,Bruxelles,69,"Widespread dust in suspension in the air not raised by wind at or near the station at the time of observation"
1997-06-04 00:00:00.0,Bruxelles,50,"Moderate or heavy snow or rain and snow mixed or hail(Hail small hail snow pellets) at time of observation thunderstorm during the preceding hour but not at time of observation"
1997-06-27 00:00:00.0,Bruxelles,66,Severe duststorm or sandstorm has begun or has increased during the preceding hour
1997-07-09 00:00:00.0,Bruxelles,92,Severe duststorm or sandstorm no appreciable change during the preceding hour
1997-07-23 00:00:00.0,Bruxelles,83,"Fog or ice fog sky invisible no appreciable change during the preceding hour"
1997-08-08 00:00:00.0,Bruxelles,44,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1997-08-22 00:00:00.0,Bruxelles,64,"Shower(s) of hail (hail small hail snow pellets)  with or without rain or rain and snow mixed not associated with thunder slight"
1997-08-26 00:00:00.0,Bruxelles,107,"Fog or ice fog sky visible has become thinner during the preceding hour"
1997-09-17 00:00:00.0,Bruxelles,49,"Precipitation within sight not reaching the ground or the surface of the sea"
1997-09-25 00:00:00.0,Bruxelles,55,"Rain freezing slight"
1997-10-09 00:00:00.0,Bruxelles,61,Squalls at or within sight of the station during the preceding hour or at the time of observation
1997-10-15 00:00:00.0,Bruxelles,112,Slight or moderate drifting snow generally low (below eye level)
1997-10-21 00:00:00.0,Bruxelles,63,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-11-27 00:00:00.0,Bruxelles,89,Cloud development not observed or not observable
1997-12-23 00:00:00.0,Bruxelles,99,"Thunderstorm but no precipitation at the time of observation"
1997-12-29 00:00:00.0,Bruxelles,95,Drizzle (not freezing) or snow grains not falling as shower(s)
1997-12-31 00:00:00.0,Bruxelles,91,"Thunderstorm but no precipitation at the time of observation"
1998-01-01 00:00:00.0,Bruxelles,58,"Intermittent fall of snowflakes moderate at time of observation"
1998-01-13 00:00:00.0,Bruxelles,114,"Fog or ice fog sky invisible has begun or has become thicker during the preceding hour"
1998-01-26 00:00:00.0,Bruxelles,97,"Precipitation within sight reaching the ground or the surface of the sea but distant i.e. estimated to be more than 5 km from the station"
1998-01-27 00:00:00.0,Bruxelles,102,"Dust or sand raised by wind at or near the station at the time of observation but no well-developed dust whirl(s) or sand whirl(s) and no duststorm or sandstorm seen or in the case of ships blowing spray at the station"
1998-02-03 00:00:00.0,Bruxelles,39,"Patches of shallow fog or ice fog at the station whether on land or sea not deeper than about 2 meters on land or 10 meters at sea"
